"Libellé";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes";"Cours des matières premières importées - Pétrole brut  Brent (Londres) – Prix en euros par baril";"Codes"
"idBank";"010002078";"";"010002078";"";"010002078";"";"010002078";"";"010002078";"";"010002078";"";"010002078";"";"010002078";"";"010002078";"";"010002078";"";"010002078";"";"010002078";"";"010002078";"";"010002078";""
"Mises à jour";"22/03/2024 12:00";"";"16/02/2024 12:00";"";"24/01/2024 12:00";"";"22/12/2023 12:00";"";"17/11/2023 12:00";"";"20/10/2023 12:00";"";"22/09/2023 12:00";"";"25/08/2023 12:00";"";"27/07/2023 12:00";"";"23/06/2023 12:00";"";"17/05/2023 12:00";"";"21/04/2023 12:00";"";"17/03/2023 12:00";"";"17/02/2023 12:00";""
"Période";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2024-02";"77.3";"A";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2024-01";"73.4";"A";"73.4";"A";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2023-12";"71.2";"A";"71.2";"A";"71.2";"A";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2023-11";"76.8";"A";"76.8";"A";"76.8";"A";"76.8";"A";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2023-10";"85.8";"A";"85.8";"A";"85.8";"A";"85.8";"A";"85.5";"A";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2023-09";"87.5";"A";"87.5";"A";"87.5";"A";"87.5";"A";"87.5";"A";"87.5";"A";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2023-08";"78.9";"A";"78.9";"A";"78.9";"A";"78.9";"A";"78.9";"A";"78.9";"A";"78.9";"A";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2023-07";"72.4";"A";"72.4";"A";"72.4";"A";"72.4";"A";"72.4";"A";"72.4";"A";"72.4";"A";"72.4";"A";"";"";"";"";"";"";"";"";"";"";"";""
"2023-06";"69.0";"A";"69.0";"A";"69.0";"A";"69.0";"A";"69.0";"A";"69.0";"A";"69.0";"A";"69.0";"A";"69.0";"A";"";"";"";"";"";"";"";"";"";""
"2023-05";"69.6";"A";"69.6";"A";"69.6";"A";"69.6";"A";"69.6";"A";"69.6";"A";"69.6";"A";"69.6";"A";"69.6";"A";"69.6";"A";"";"";"";"";"";"";"";""
"2023-04";"77.2";"A";"77.2";"A";"77.2";"A";"77.2";"A";"77.2";"A";"77.2";"A";"77.2";"A";"77.2";"A";"77.2";"A";"77.2";"A";"77.2";"A";"";"";"";"";"";""
"2023-03";"73.3";"A";"73.3";"A";"73.3";"A";"73.3";"A";"73.3";"A";"73.3";"A";"73.3";"A";"73.3";"A";"73.3";"A";"73.3";"A";"73.3";"A";"73.3";"A";"";"";"";""
"2023-02";"77.3";"A";"77.3";"A";"77.3";"A";"77.3";"A";"77.3";"A";"77.3";"A";"77.3";"A";"77.3";"A";"77.3";"A";"77.3";"A";"77.3";"A";"77.3";"A";"77.3";"A";"";""
"2023-01";"76.6";"A";"76.6";"A";"76.6";"A";"76.6";"A";"76.6";"A";"76.6";"A";"76.6";"A";"76.6";"A";"76.6";"A";"76.6";"A";"76.6";"A";"76.6";"A";"76.6";"A";"76.6";"A"
"2022-12";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A"
"2022-11";"89.7";"A";"89.7";"A";"89.7";"A";"89.7";"A";"89.7";"A";"89.7";"A";"89.7";"A";"89.7";"A";"89.7";"A";"89.7";"A";"89.7";"A";"89.7";"A";"89.7";"A";"89.7";"A"
"2022-10";"95.0";"A";"95.0";"A";"95.0";"A";"95.0";"A";"95.0";"A";"95.0";"A";"95.0";"A";"95.0";"A";"95.0";"A";"95.0";"A";"95.0";"A";"95.0";"A";"95.0";"A";"95.0";"A"
"2022-09";"90.6";"A";"90.6";"A";"90.6";"A";"90.6";"A";"90.6";"A";"90.6";"A";"90.6";"A";"90.6";"A";"90.6";"A";"90.6";"A";"90.6";"A";"90.6";"A";"90.6";"A";"90.6";"A"
"2022-08";"99.4";"A";"99.4";"A";"99.4";"A";"99.4";"A";"99.4";"A";"99.4";"A";"99.4";"A";"99.4";"A";"99.4";"A";"99.4";"A";"99.4";"A";"99.4";"A";"99.4";"A";"99.4";"A"
"2022-07";"109.9";"A";"109.9";"A";"109.9";"A";"109.9";"A";"109.9";"A";"109.9";"A";"109.9";"A";"109.9";"A";"109.9";"A";"109.9";"A";"109.9";"A";"109.9";"A";"109.9";"A";"109.9";"A"
"2022-06";"115.5";"A";"115.5";"A";"115.5";"A";"115.5";"A";"115.5";"A";"115.5";"A";"115.5";"A";"115.5";"A";"115.5";"A";"115.5";"A";"115.5";"A";"115.5";"A";"115.5";"A";"115.5";"A"
"2022-05";"106.9";"A";"106.9";"A";"106.9";"A";"106.9";"A";"106.9";"A";"106.9";"A";"106.9";"A";"106.9";"A";"106.9";"A";"106.9";"A";"106.9";"A";"106.9";"A";"106.9";"A";"106.9";"A"
"2022-04";"96.7";"A";"96.7";"A";"96.7";"A";"96.7";"A";"96.7";"A";"96.7";"A";"96.7";"A";"96.7";"A";"96.7";"A";"96.7";"A";"96.7";"A";"96.7";"A";"96.7";"A";"96.7";"A"
"2022-03";"106.4";"A";"106.4";"A";"106.4";"A";"106.4";"A";"106.4";"A";"106.4";"A";"106.4";"A";"106.4";"A";"106.4";"A";"106.4";"A";"106.4";"A";"106.4";"A";"106.4";"A";"106.4";"A"
"2022-02";"85.4";"A";"85.4";"A";"85.4";"A";"85.4";"A";"85.4";"A";"85.4";"A";"85.4";"A";"85.4";"A";"85.4";"A";"85.4";"A";"85.4";"A";"85.4";"A";"85.4";"A";"85.4";"A"
"2022-01";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A";"76.5";"A"
"2021-12";"65.8";"A";"65.8";"A";"65.8";"A";"65.8";"A";"65.8";"A";"65.8";"A";"65.8";"A";"65.8";"A";"65.8";"A";"65.8";"A";"65.8";"A";"65.8";"A";"65.8";"A";"65.8";"A"
"2021-11";"71.0";"A";"71.0";"A";"71.0";"A";"71.0";"A";"71.0";"A";"71.0";"A";"71.0";"A";"71.0";"A";"71.0";"A";"71.0";"A";"71.0";"A";"71.0";"A";"71.0";"A";"71.0";"A"
"2021-10";"72.0";"A";"72.0";"A";"72.0";"A";"72.0";"A";"72.0";"A";"72.0";"A";"72.0";"A";"72.0";"A";"72.0";"A";"72.0";"A";"72.0";"A";"72.0";"A";"72.0";"A";"72.0";"A"
"2021-09";"63.3";"A";"63.3";"A";"63.3";"A";"63.3";"A";"63.3";"A";"63.3";"A";"63.3";"A";"63.3";"A";"63.3";"A";"63.3";"A";"63.3";"A";"63.3";"A";"63.3";"A";"63.3";"A"
"2021-08";"60.2";"A";"60.2";"A";"60.2";"A";"60.2";"A";"60.2";"A";"60.2";"A";"60.2";"A";"60.2";"A";"60.2";"A";"60.2";"A";"60.2";"A";"60.2";"A";"60.2";"A";"60.2";"A"
"2021-07";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A"
"2021-06";"60.8";"A";"60.8";"A";"60.8";"A";"60.8";"A";"60.8";"A";"60.8";"A";"60.8";"A";"60.8";"A";"60.8";"A";"60.8";"A";"60.8";"A";"60.8";"A";"60.8";"A";"60.8";"A"
"2021-05";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A"
"2021-04";"54.1";"A";"54.1";"A";"54.1";"A";"54.1";"A";"54.1";"A";"54.1";"A";"54.1";"A";"54.1";"A";"54.1";"A";"54.1";"A";"54.1";"A";"54.1";"A";"54.1";"A";"54.1";"A"
"2021-03";"55.0";"A";"55.0";"A";"55.0";"A";"55.0";"A";"55.0";"A";"55.0";"A";"55.0";"A";"55.0";"A";"55.0";"A";"55.0";"A";"55.0";"A";"55.0";"A";"55.0";"A";"55.0";"A"
"2021-02";"51.5";"A";"51.5";"A";"51.5";"A";"51.5";"A";"51.5";"A";"51.5";"A";"51.5";"A";"51.5";"A";"51.5";"A";"51.5";"A";"51.5";"A";"51.5";"A";"51.5";"A";"51.5";"A"
"2021-01";"45.0";"A";"45.0";"A";"45.0";"A";"45.0";"A";"45.0";"A";"45.0";"A";"45.0";"A";"45.0";"A";"45.0";"A";"45.0";"A";"45.0";"A";"45.0";"A";"45.0";"A";"45.0";"A"
"2020-12";"41.1";"A";"41.1";"A";"41.1";"A";"41.1";"A";"41.1";"A";"41.1";"A";"41.1";"A";"41.1";"A";"41.1";"A";"41.1";"A";"41.1";"A";"41.1";"A";"41.1";"A";"41.1";"A"
"2020-11";"36.1";"A";"36.1";"A";"36.1";"A";"36.1";"A";"36.1";"A";"36.1";"A";"36.1";"A";"36.1";"A";"36.1";"A";"36.1";"A";"36.1";"A";"36.1";"A";"36.1";"A";"36.1";"A"
"2020-10";"34.1";"A";"34.1";"A";"34.1";"A";"34.1";"A";"34.1";"A";"34.1";"A";"34.1";"A";"34.1";"A";"34.1";"A";"34.1";"A";"34.1";"A";"34.1";"A";"34.1";"A";"34.1";"A"
"2020-09";"34.7";"A";"34.7";"A";"34.7";"A";"34.7";"A";"34.7";"A";"34.7";"A";"34.7";"A";"34.7";"A";"34.7";"A";"34.7";"A";"34.7";"A";"34.7";"A";"34.7";"A";"34.7";"A"
"2020-08";"37.8";"A";"37.8";"A";"37.8";"A";"37.8";"A";"37.8";"A";"37.8";"A";"37.8";"A";"37.8";"A";"37.8";"A";"37.8";"A";"37.8";"A";"37.8";"A";"37.8";"A";"37.8";"A"
"2020-07";"37.7";"A";"37.7";"A";"37.7";"A";"37.7";"A";"37.7";"A";"37.7";"A";"37.7";"A";"37.7";"A";"37.7";"A";"37.7";"A";"37.7";"A";"37.7";"A";"37.7";"A";"37.7";"A"
"2020-06";"35.8";"A";"35.8";"A";"35.8";"A";"35.8";"A";"35.8";"A";"35.8";"A";"35.8";"A";"35.8";"A";"35.8";"A";"35.8";"A";"35.8";"A";"35.8";"A";"35.8";"A";"35.8";"A"
"2020-05";"27.5";"A";"27.5";"A";"27.5";"A";"27.5";"A";"27.5";"A";"27.5";"A";"27.5";"A";"27.5";"A";"27.5";"A";"27.5";"A";"27.5";"A";"27.5";"A";"27.5";"A";"27.5";"A"
"2020-04";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A";"16.9";"A"
"2020-03";"28.8";"A";"28.8";"A";"28.8";"A";"28.8";"A";"28.8";"A";"28.8";"A";"28.8";"A";"28.8";"A";"28.8";"A";"28.8";"A";"28.8";"A";"28.8";"A";"28.8";"A";"28.8";"A"
"2020-02";"51.1";"A";"51.1";"A";"51.1";"A";"51.1";"A";"51.1";"A";"51.1";"A";"51.1";"A";"51.1";"A";"51.1";"A";"51.1";"A";"51.1";"A";"51.1";"A";"51.1";"A";"51.1";"A"
"2020-01";"57.3";"A";"57.3";"A";"57.3";"A";"57.3";"A";"57.3";"A";"57.3";"A";"57.3";"A";"57.3";"A";"57.3";"A";"57.3";"A";"57.3";"A";"57.3";"A";"57.3";"A";"57.3";"A"
"2019-12";"60.4";"A";"60.4";"A";"60.4";"A";"60.4";"A";"60.4";"A";"60.4";"A";"60.4";"A";"60.4";"A";"60.4";"A";"60.4";"A";"60.4";"A";"60.4";"A";"60.4";"A";"60.4";"A"
"2019-11";"57.2";"A";"57.2";"A";"57.2";"A";"57.2";"A";"57.2";"A";"57.2";"A";"57.2";"A";"57.2";"A";"57.2";"A";"57.2";"A";"57.2";"A";"57.2";"A";"57.2";"A";"57.2";"A"
"2019-10";"54.0";"A";"54.0";"A";"54.0";"A";"54.0";"A";"54.0";"A";"54.0";"A";"54.0";"A";"54.0";"A";"54.0";"A";"54.0";"A";"54.0";"A";"54.0";"A";"54.0";"A";"54.0";"A"
"2019-09";"57.1";"A";"57.1";"A";"57.1";"A";"57.1";"A";"57.1";"A";"57.1";"A";"57.1";"A";"57.1";"A";"57.1";"A";"57.1";"A";"57.1";"A";"57.1";"A";"57.1";"A";"57.1";"A"
"2019-08";"53.1";"A";"53.1";"A";"53.1";"A";"53.1";"A";"53.1";"A";"53.1";"A";"53.1";"A";"53.1";"A";"53.1";"A";"53.1";"A";"53.1";"A";"53.1";"A";"53.1";"A";"53.1";"A"
"2019-07";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A"
"2019-06";"56.9";"A";"56.9";"A";"56.9";"A";"56.9";"A";"56.9";"A";"56.9";"A";"56.9";"A";"56.9";"A";"56.9";"A";"56.9";"A";"56.9";"A";"56.9";"A";"56.9";"A";"56.9";"A"
"2019-05";"63.6";"A";"63.6";"A";"63.6";"A";"63.6";"A";"63.6";"A";"63.6";"A";"63.6";"A";"63.6";"A";"63.6";"A";"63.6";"A";"63.6";"A";"63.6";"A";"63.6";"A";"63.6";"A"
"2019-04";"63.4";"A";"63.4";"A";"63.4";"A";"63.4";"A";"63.4";"A";"63.4";"A";"63.4";"A";"63.4";"A";"63.4";"A";"63.4";"A";"63.4";"A";"63.4";"A";"63.4";"A";"63.4";"A"
"2019-03";"58.5";"A";"58.5";"A";"58.5";"A";"58.5";"A";"58.5";"A";"58.5";"A";"58.5";"A";"58.5";"A";"58.5";"A";"58.5";"A";"58.5";"A";"58.5";"A";"58.5";"A";"58.5";"A"
"2019-02";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A";"56.4";"A"
"2019-01";"52.0";"A";"52.0";"A";"52.0";"A";"52.0";"A";"52.0";"A";"52.0";"A";"52.0";"A";"52.0";"A";"52.0";"A";"52.0";"A";"52.0";"A";"52.0";"A";"52.0";"A";"52.0";"A"
"2018-12";"49.8";"A";"49.8";"A";"49.8";"A";"49.8";"A";"49.8";"A";"49.8";"A";"49.8";"A";"49.8";"A";"49.8";"A";"49.8";"A";"49.8";"A";"49.8";"A";"49.8";"A";"49.8";"A"
"2018-11";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A";"57.0";"A"
"2018-10";"70.6";"A";"70.6";"A";"70.6";"A";"70.6";"A";"70.6";"A";"70.6";"A";"70.6";"A";"70.6";"A";"70.6";"A";"70.6";"A";"70.6";"A";"70.6";"A";"70.6";"A";"70.6";"A"
"2018-09";"67.7";"A";"67.7";"A";"67.7";"A";"67.7";"A";"67.7";"A";"67.7";"A";"67.7";"A";"67.7";"A";"67.7";"A";"67.7";"A";"67.7";"A";"67.7";"A";"67.7";"A";"67.7";"A"
"2018-08";"62.8";"A";"62.8";"A";"62.8";"A";"62.8";"A";"62.8";"A";"62.8";"A";"62.8";"A";"62.8";"A";"62.8";"A";"62.8";"A";"62.8";"A";"62.8";"A";"62.8";"A";"62.8";"A"
"2018-07";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A";"63.5";"A"
"2018-06";"63.7";"A";"63.7";"A";"63.7";"A";"63.7";"A";"63.7";"A";"63.7";"A";"63.7";"A";"63.7";"A";"63.7";"A";"63.7";"A";"63.7";"A";"63.7";"A";"63.7";"A";"63.7";"A"
"2018-05";"65.2";"A";"65.2";"A";"65.2";"A";"65.2";"A";"65.2";"A";"65.2";"A";"65.2";"A";"65.2";"A";"65.2";"A";"65.2";"A";"65.2";"A";"65.2";"A";"65.2";"A";"65.2";"A"
"2018-04";"58.7";"A";"58.7";"A";"58.7";"A";"58.7";"A";"58.7";"A";"58.7";"A";"58.7";"A";"58.7";"A";"58.7";"A";"58.7";"A";"58.7";"A";"58.7";"A";"58.7";"A";"58.7";"A"
"2018-03";"53.5";"A";"53.5";"A";"53.5";"A";"53.5";"A";"53.5";"A";"53.5";"A";"53.5";"A";"53.5";"A";"53.5";"A";"53.5";"A";"53.5";"A";"53.5";"A";"53.5";"A";"53.5";"A"
"2018-02";"52.9";"A";"52.9";"A";"52.9";"A";"52.9";"A";"52.9";"A";"52.9";"A";"52.9";"A";"52.9";"A";"52.9";"A";"52.9";"A";"52.9";"A";"52.9";"A";"52.9";"A";"52.9";"A"
"2018-01";"56.6";"A";"56.6";"A";"56.6";"A";"56.6";"A";"56.6";"A";"56.6";"A";"56.6";"A";"56.6";"A";"56.6";"A";"56.6";"A";"56.6";"A";"56.6";"A";"56.6";"A";"56.6";"A"
"2017-12";"54.4";"A";"54.4";"A";"54.4";"A";"54.4";"A";"54.4";"A";"54.4";"A";"54.4";"A";"54.4";"A";"54.4";"A";"54.4";"A";"54.4";"A";"54.4";"A";"54.4";"A";"54.4";"A"
"2017-11";"53.4";"A";"53.4";"A";"53.4";"A";"53.4";"A";"53.4";"A";"53.4";"A";"53.4";"A";"53.4";"A";"53.4";"A";"53.4";"A";"53.4";"A";"53.4";"A";"53.4";"A";"53.4";"A"
"2017-10";"48.9";"A";"48.9";"A";"48.9";"A";"48.9";"A";"48.9";"A";"48.9";"A";"48.9";"A";"48.9";"A";"48.9";"A";"48.9";"A";"48.9";"A";"48.9";"A";"48.9";"A";"48.9";"A"
"2017-09";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A"
"2017-08";"44.0";"A";"44.0";"A";"44.0";"A";"44.0";"A";"44.0";"A";"44.0";"A";"44.0";"A";"44.0";"A";"44.0";"A";"44.0";"A";"44.0";"A";"44.0";"A";"44.0";"A";"44.0";"A"
"2017-07";"42.6";"A";"42.6";"A";"42.6";"A";"42.6";"A";"42.6";"A";"42.6";"A";"42.6";"A";"42.6";"A";"42.6";"A";"42.6";"A";"42.6";"A";"42.6";"A";"42.6";"A";"42.6";"A"
"2017-06";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A"
"2017-05";"46.5";"A";"46.5";"A";"46.5";"A";"46.5";"A";"46.5";"A";"46.5";"A";"46.5";"A";"46.5";"A";"46.5";"A";"46.5";"A";"46.5";"A";"46.5";"A";"46.5";"A";"46.5";"A"
"2017-04";"50.1";"A";"50.1";"A";"50.1";"A";"50.1";"A";"50.1";"A";"50.1";"A";"50.1";"A";"50.1";"A";"50.1";"A";"50.1";"A";"50.1";"A";"50.1";"A";"50.1";"A";"50.1";"A"
"2017-03";"49.2";"A";"49.2";"A";"49.2";"A";"49.2";"A";"49.2";"A";"49.2";"A";"49.2";"A";"49.2";"A";"49.2";"A";"49.2";"A";"49.2";"A";"49.2";"A";"49.2";"A";"49.2";"A"
"2017-02";"52.6";"A";"52.6";"A";"52.6";"A";"52.6";"A";"52.6";"A";"52.6";"A";"52.6";"A";"52.6";"A";"52.6";"A";"52.6";"A";"52.6";"A";"52.6";"A";"52.6";"A";"52.6";"A"
"2017-01";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A"
"2016-12";"52.1";"A";"52.1";"A";"52.1";"A";"52.1";"A";"52.1";"A";"52.1";"A";"52.1";"A";"52.1";"A";"52.1";"A";"52.1";"A";"52.1";"A";"52.1";"A";"52.1";"A";"52.1";"A"
"2016-11";"43.7";"A";"43.7";"A";"43.7";"A";"43.7";"A";"43.7";"A";"43.7";"A";"43.7";"A";"43.7";"A";"43.7";"A";"43.7";"A";"43.7";"A";"43.7";"A";"43.7";"A";"43.7";"A"
"2016-10";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A";"46.6";"A"
"2016-09";"42.5";"A";"42.5";"A";"42.5";"A";"42.5";"A";"42.5";"A";"42.5";"A";"42.5";"A";"42.5";"A";"42.5";"A";"42.5";"A";"42.5";"A";"42.5";"A";"42.5";"A";"42.5";"A"
"2016-08";"41.8";"A";"41.8";"A";"41.8";"A";"41.8";"A";"41.8";"A";"41.8";"A";"41.8";"A";"41.8";"A";"41.8";"A";"41.8";"A";"41.8";"A";"41.8";"A";"41.8";"A";"41.8";"A"
"2016-07";"41.0";"A";"41.0";"A";"41.0";"A";"41.0";"A";"41.0";"A";"41.0";"A";"41.0";"A";"41.0";"A";"41.0";"A";"41.0";"A";"41.0";"A";"41.0";"A";"41.0";"A";"41.0";"A"
"2016-06";"43.0";"A";"43.0";"A";"43.0";"A";"43.0";"A";"43.0";"A";"43.0";"A";"43.0";"A";"43.0";"A";"43.0";"A";"43.0";"A";"43.0";"A";"43.0";"A";"43.0";"A";"43.0";"A"
"2016-05";"41.3";"A";"41.3";"A";"41.3";"A";"41.3";"A";"41.3";"A";"41.3";"A";"41.3";"A";"41.3";"A";"41.3";"A";"41.3";"A";"41.3";"A";"41.3";"A";"41.3";"A";"41.3";"A"
"2016-04";"36.7";"A";"36.7";"A";"36.7";"A";"36.7";"A";"36.7";"A";"36.7";"A";"36.7";"A";"36.7";"A";"36.7";"A";"36.7";"A";"36.7";"A";"36.7";"A";"36.7";"A";"36.7";"A"
"2016-03";"34.4";"A";"34.4";"A";"34.4";"A";"34.4";"A";"34.4";"A";"34.4";"A";"34.4";"A";"34.4";"A";"34.4";"A";"34.4";"A";"34.4";"A";"34.4";"A";"34.4";"A";"34.4";"A"
"2016-02";"29.0";"A";"29.0";"A";"29.0";"A";"29.0";"A";"29.0";"A";"29.0";"A";"29.0";"A";"29.0";"A";"29.0";"A";"29.0";"A";"29.0";"A";"29.0";"A";"29.0";"A";"29.0";"A"
"2016-01";"28.3";"A";"28.3";"A";"28.3";"A";"28.3";"A";"28.3";"A";"28.3";"A";"28.3";"A";"28.3";"A";"28.3";"A";"28.3";"A";"28.3";"A";"28.3";"A";"28.3";"A";"28.3";"A"
"2015-12";"35.0";"A";"35.0";"A";"35.0";"A";"35.0";"A";"35.0";"A";"35.0";"A";"35.0";"A";"35.0";"A";"35.0";"A";"35.0";"A";"35.0";"A";"35.0";"A";"35.0";"A";"35.0";"A"
"2015-11";"41.2";"A";"41.2";"A";"41.2";"A";"41.2";"A";"41.2";"A";"41.2";"A";"41.2";"A";"41.2";"A";"41.2";"A";"41.2";"A";"41.2";"A";"41.2";"A";"41.2";"A";"41.2";"A"
"2015-10";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A"
"2015-09";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A";"42.4";"A"
"2015-08";"41.9";"A";"41.9";"A";"41.9";"A";"41.9";"A";"41.9";"A";"41.9";"A";"41.9";"A";"41.9";"A";"41.9";"A";"41.9";"A";"41.9";"A";"41.9";"A";"41.9";"A";"41.9";"A"
"2015-07";"51.4";"A";"51.4";"A";"51.4";"A";"51.4";"A";"51.4";"A";"51.4";"A";"51.4";"A";"51.4";"A";"51.4";"A";"51.4";"A";"51.4";"A";"51.4";"A";"51.4";"A";"51.4";"A"
"2015-06";"54.8";"A";"54.8";"A";"54.8";"A";"54.8";"A";"54.8";"A";"54.8";"A";"54.8";"A";"54.8";"A";"54.8";"A";"54.8";"A";"54.8";"A";"54.8";"A";"54.8";"A";"54.8";"A"
"2015-05";"57.5";"A";"57.5";"A";"57.5";"A";"57.5";"A";"57.5";"A";"57.5";"A";"57.5";"A";"57.5";"A";"57.5";"A";"57.5";"A";"57.5";"A";"57.5";"A";"57.5";"A";"57.5";"A"
"2015-04";"55.4";"A";"55.4";"A";"55.4";"A";"55.4";"A";"55.4";"A";"55.4";"A";"55.4";"A";"55.4";"A";"55.4";"A";"55.4";"A";"55.4";"A";"55.4";"A";"55.4";"A";"55.4";"A"
"2015-03";"52.8";"A";"52.8";"A";"52.8";"A";"52.8";"A";"52.8";"A";"52.8";"A";"52.8";"A";"52.8";"A";"52.8";"A";"52.8";"A";"52.8";"A";"52.8";"A";"52.8";"A";"52.8";"A"
"2015-02";"51.3";"A";"51.3";"A";"51.3";"A";"51.3";"A";"51.3";"A";"51.3";"A";"51.3";"A";"51.3";"A";"51.3";"A";"51.3";"A";"51.3";"A";"51.3";"A";"51.3";"A";"51.3";"A"
"2015-01";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A";"43.1";"A"
"2014-12";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A";"52.2";"A"
"2014-11";"64.8";"A";"64.8";"A";"64.8";"A";"64.8";"A";"64.8";"A";"64.8";"A";"64.8";"A";"64.8";"A";"64.8";"A";"64.8";"A";"64.8";"A";"64.8";"A";"64.8";"A";"64.8";"A"
